Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
REPH,"Recro Pharma, Inc.",9.39,205385620.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",27.62,358081616.7,n/a,2002,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",26.06,3039246822,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rrr
RDVT,"Red Violet, Inc.",7,71866291,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt
RDFN,Redfin Corporation,19.07,1725610775,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,7.74,178558030.6,23069513,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl
RBZ,Reebonz Holding Limited,1.22,26222383.54,n/a,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rbz
REG,Regency Centers Corporation,63.77,10681867058,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg
REGN,"Regeneron Pharmaceuticals, Inc.",402.64,43999367379,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,53.91,1963332980,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,1.18,10325404.74,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls
RBNC,"Reliant Bancorp, Inc.",22.23,256329906.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",4.22,7786575.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",2.15,83964620.8,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,37.11,2173529137,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",23.09,861250165.4,n/a,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/regi
BIQI,"Renmin Tianli Group, Inc.",2.13,17111876.85,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/biqi
RCII,Rent-A-Center Inc.,20.48,1095981486,n/a,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,56.73,2488139167,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgen
REPL,"Replimune Group, Inc.",12.29,388939172,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/repl
RBCAA,"Republic Bancorp, Inc.",42,878002566,n/a,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",5.91,347440643.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,2.05,56707532.55,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,2.85,77209045.05,n/a,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",17.03,540272100.8,n/a,2000,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",0.7702,31328664.44,n/a,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair
TORC,"resTORbio, Inc.",8.22,230614927.7,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc
ROIC,Retail Opportunity Investments Corp.,16.86,1921980552,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",1.77,40285200,n/a,2017,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",21.05,871740176.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",15.97,590493991.9,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",3.05,33382475.7,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",0.39,9172020,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,0.23,16834515.12,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk
RFIL,"RF Industries, Ltd.",7.09,65885250.09,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,27.82,223198997.6,n/a,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco
RBKB,"Rhinebeck Bancorp, Inc.",11.79,49080390.57,n/a,2019,Finance,Banks,https://www.nasdaq.com/symbol/rbkb
RYTM,"Rhythm Pharmaceuticals, Inc.",27.92,960747442,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,4.97,529401447.8,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,3.61,105051000,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
RELL,"Richardson Electronics, Ltd.",7.24,94478524.8,n/a,1983,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",2.17,361609824.2,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",14.41,279719239.5,n/a,2010,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",5.01,318538154.7,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",3.69,53575324.02,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,10.73,254890077,23754900,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",0.7698,4414525.102,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,7.78,175887999.4,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/rvsb
RIVE,Riverview Financial Corporation,11.39,103792001.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rive
RCKT,"Rocket Pharmaceuticals, Inc.",14.68,584785140,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",5.06,288306939.4,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",28.15,207423106.1,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",8.96,53299993.6,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",71.27,7780162254,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,3.19,138890328.7,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,3.42,0,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,0.45,0,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
ROST,"Ross Stores, Inc.",89.06,33004640309,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",89.26,5848042064,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
RTIX,"RTI Surgical, Inc.",5.66,352464121.6,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",8.21,22509348.79,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn
RUBY,"Rubius Therapeutics, Inc.",14.95,1181710282,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
RMBL,"RumbleOn, Inc.",4.62,91336434.42,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",41.43,1512376091,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",39.3,1434621780,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",25.12,773930872,n/a,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
RYAAY,Ryanair Holdings plc,73.25,7385488165,100825777,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",39.41,1364229841,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,2.7,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,10.25,280862874,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.18,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,0.01,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",17.46,3113520820,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra
SABR,Sabre Corporation,21.07,5802791336,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",3.99,12608220.45,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SFET,Safe-T Group Ltd.,1.98,1318927.5,666125,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet
SAFT,"Safety Insurance Group, Inc.",84.89,1297680323,n/a,2002,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
SGA,"Saga Communications, Inc.",33.25,196514582.3,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sga
SAGE,"Sage Therapeutics, Inc.",150.91,7685241302,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",61.01,1576809673,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",3.04,79605780.48,n/a,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",43.1485,121108390,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",122.14,2706191734,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",33.05,1174747411,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",9.7,990300771.1,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,29.62,2026884841,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.46,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
SNY,Sanofi,42.91,9328020473,217385702,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
SPNS,Sapiens International Corporation N.V.,13.65,681004847.3,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",130.8,9325010473,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",7.77,272950550.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",18.49,120245092.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",19,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
SBBX,SB One Bancorp,22.5,214491217.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbbx
SBAC,SBA Communications Corporation,183.47,20656736304,n/a,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",36.99,950729630.6,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.47,9866526.15,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",22.71,613765388.1,n/a,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
SRRK,Scholar Rock Holding Corporation,15.7,411617905.7,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/srrk
SCHL,Scholastic Corporation,40.74,1435369606,n/a,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SAMA,Schultze Special Purpose Acquisition Corp.,9.78,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/sama
SAMAU,Schultze Special Purpose Acquisition Corp.,10.01,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/samau
SAMAW,Schultze Special Purpose Acquisition Corp.,0.35,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/samaw
SGMS,Scientific Games Corp,24.65,2273933807,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,3.16,58678953.24,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
WORX,SCWorx Corp.,6.75,44186958,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/worx
SCYX,"SCYNEXIS, Inc.",1.22,58525441.06,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",1.39,50444307.91,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,28.26,1450286640,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,46.22,13022026359,n/a,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.4699,17947054.23,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.033,0,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.17,49263626.44,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,13.93,258161332.9,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",69.22,11114048617,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",0.77,95632429.97,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.195,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,9.24,136231954.3,14743718,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,18.56,1516394577,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.01,87666568.17,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEEL,"Seelos Therapeutics, Inc.",3.39,21092525.76,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/seel
SEIC,SEI Investments Company,50.12,7702948063,n/a,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",11.16,215516395.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIC,"Select Interior Concepts, Inc.",13.16,337620102.7,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sic
SELB,"Selecta Biosciences, Inc.",2.3,51685084.8,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",63.44,3740862674,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",1.27,27973624.52,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,3.17,11284930.55,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,52.64,3464180391,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,28.78,275568586.3,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,29.3076,280620357.9,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",1.09,25563437.55,n/a,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,12.05,2864654333,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,21.75,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,25.14,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
AIHS,Senmiao Technology Limited,3.7,95753780,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
SRTS,"Sensus Healthcare, Inc.",7.61,122615828.2,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",0.75,0,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,10.02,432112500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,10.24,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,0.68,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",1.35,86785140.15,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",5.11,208773695,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",0.98,90867176.82,n/a,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",33.68,1797676568,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SESN,"Sesen Bio, Inc.",0.9289,71949045.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn
SVBI,Severn Bancorp Inc,8.75,111310508.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",2.6,11076106.6,n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",1.16,87588468,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SMED,Sharps Compliance Corp.,3.55,57279296.15,n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",14.96,128498531,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,45.12,2236086875,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",1.56,48528584.52,n/a,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",6.07,143838999.4,n/a,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",0.6357,14539585.46,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SWAV,"ShockWave Medical, Inc.",31.61,0,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/swav
SCVL,"Shoe Carnival, Inc.",34.09,526154571.1,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,15.19,193664859.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",44.79,484706048.1,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",41.27,1389684710,n/a,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",14.31,172575494.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIBN,"SI-BONE, Inc.",18.8,457510972,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn
SIEB,Siebert Financial Corp.,12.2,331317693.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",2.5,72850252.5,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",10.82,309444631.6,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,25.37,388172670.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",1.81,134602396.7,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",12.61,454886078.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.54,39265279.9,25496935,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,6.02,483591289.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga
SGLB,"Sigma Labs, Inc.",1.82,15834371.28,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",0.6999,0,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",3.01,12732324.08,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,133.41,7121665938,n/a,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
SLGN,Silgan Holdings Inc.,28.44,3140617710,n/a,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,36.64,276691246.9,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",78.84,3397107037,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,40.34,1455165537,36072522,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SAMG,Silvercrest Asset Management Group Inc.,13.98,188061742,n/a,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",4.13,18588118.15,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,25.17,2328819163,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",20.06,350242986.2,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,56.96,4070957857,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",36.82,3482092585,n/a,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",0.9759,14878281.56,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",6.47,460155205.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva
SINT,"SiNtx Technologies, Inc.",0.24,5230473.84,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint
SG,"Sirius International Insurance Group, Ltd.",12.5101,1440553665,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg
SIRI,Sirius XM Holdings Inc.,5.94,28135313676,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",1.68,42735060.48,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",0.7358,10550837.07,14339273,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
SKYW,"SkyWest, Inc.",50.01,2582314610,n/a,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",80.13,13947802167,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
SNBR,Sleep Number Corporation,45.89,1400654580,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
